,loss,accuracy,val_loss,val_accuracy
0,1.7827757596969604,0.32756489515304565,2.1654176712036133,0.14444445073604584
1,1.6112866401672363,0.4134734272956848,2.0823826789855957,0.13333334028720856
2,1.5239964723587036,0.46291717886924744,2.0449774265289307,0.11666666716337204
3,1.4593002796173096,0.483312726020813,2.0851733684539795,0.12222222238779068
4,1.4222686290740967,0.49381953477859497,2.0908091068267822,0.15000000596046448
5,1.3645881414413452,0.5241038203239441,1.964719533920288,0.22777777910232544
6,1.322202205657959,0.5407910943031311,1.886681318283081,0.2222222238779068
7,1.2785801887512207,0.5630407929420471,2.009178638458252,0.21666666865348816
8,1.2676692008972168,0.5661309957504272,2.0208847522735596,0.21666666865348816
9,1.2592837810516357,0.5661309957504272,1.571797251701355,0.42222222685813904
10,1.2022244930267334,0.5896167755126953,1.6261379718780518,0.33888888359069824
11,1.173362374305725,0.5939431190490723,1.3798983097076416,0.4444444477558136
12,1.142777681350708,0.6100123524665833,1.352704644203186,0.5277777910232544
13,1.1404485702514648,0.5970333814620972,1.2477447986602783,0.5833333730697632
14,1.0986472368240356,0.6217552423477173,1.2416343688964844,0.5333333611488342
15,1.0843544006347656,0.6334981322288513,1.2618070840835571,0.5388889312744141
16,1.054778814315796,0.6446229815483093,1.3462138175964355,0.472222238779068
17,1.045412302017212,0.6464771032333374,1.3375823497772217,0.5388889312744141
18,1.0299428701400757,0.6637824177742004,1.3778146505355835,0.5111111402511597
19,1.014215111732483,0.6520395278930664,1.1630829572677612,0.5777778029441833
20,0.9838873147964478,0.6693448424339294,1.183082938194275,0.5777778029441833
21,0.9677703976631165,0.6625463366508484,1.1012977361679077,0.6111111044883728
22,0.9564579129219055,0.6674907207489014,1.1824744939804077,0.5833333730697632
23,0.9125578999519348,0.6946848034858704,1.118972897529602,0.6111111044883728
24,0.9140489101409912,0.6860321164131165,1.4377543926239014,0.45000001788139343
25,0.9129828214645386,0.6928306221961975,1.2107086181640625,0.5222222208976746
26,0.8830541968345642,0.6990110874176025,1.057765007019043,0.6111111044883728
27,0.8821166753768921,0.7070457339286804,1.1250700950622559,0.5777778029441833
28,0.8657433390617371,0.7051916122436523,1.0834070444107056,0.5555555820465088
29,0.8506319522857666,0.7113720774650574,1.012369990348816,0.6388888955116272
30,0.8227552771568298,0.7299134731292725,0.9585540294647217,0.6388888955116272
31,0.8021016120910645,0.7212607860565186,1.1816434860229492,0.5833333730697632
